epoch,train_huber,train_mse,train_corr,test_huber,test_mse,test_corr,epoch_seconds,lr
38,0.12476943965469088,0.26386162638664246,0.5707012617666669,0.17000911757349968,0.3646281957626343,0.5095008005064732,1.4820513725280762,0.001
39,0.11865215003490448,0.24879962418760573,0.5861983051088918,0.17836792767047882,0.39855000376701355,0.5061653859293785,1.486518144607544,0.001
40,0.11645839895520892,0.24340330702917917,0.5865887513119011,0.16935987398028374,0.36631835997104645,0.5081582049602524,1.4568779468536377,0.001
41,0.12317501540694918,0.2593404948711395,0.5754442956091194,0.1686134785413742,0.3660629913210869,0.5082135381848015,1.4872472286224365,0.001
42,0.11888649208205086,0.24884218403271266,0.5794937055419712,0.17248981818556786,0.37454305589199066,0.49791854164764676,1.484053134918213,0.001
43,0.11840379344565528,0.24887400226933615,0.584761696218523,0.16704552993178368,0.35898467898368835,0.5062500270020245,1.473963975906372,0.001
44,0.11332408977406365,0.23624010809830256,0.5963412256588322,0.16758308559656143,0.36398155242204666,0.5139358480462779,1.4718818664550781,0.001
45,0.12240559394870486,0.25631362412657055,0.5836016631454937,0.16482489556074142,0.35736434906721115,0.518342781678069,1.494001865386963,0.001
46,0.11726649531296321,0.24658395988600595,0.5926541761695854,0.17257217317819595,0.37264398485422134,0.5146718273485301,1.4768178462982178,0.001
47,0.11587915888854436,0.24233014455863408,0.5894939844093559,0.166581641882658,0.3619717210531235,0.5147434643458193,1.492863655090332,0.001
48,0.11285449351583209,0.2357166281768254,0.6012490420502417,0.17923295870423317,0.4214288294315338,0.49633572835920303,1.456615924835205,0.001
49,0.11412140939916883,0.23954751448971884,0.5961759651699751,0.17082103714346886,0.37411773204803467,0.5084419030156218,1.495656967163086,0.001
50,0.1136029703276498,0.23723636141845159,0.5999131630272382,0.17128738015890121,0.3683442249894142,0.510713126645646,1.4630756378173828,0.001
51,0.11147623509168625,0.23339164469923293,0.6016733995127398,0.16486429050564766,0.35615330934524536,0.5173383939529632,1.4702081680297852,0.001
52,0.11337015564952578,0.23620193770953588,0.6017301154462543,0.17447718977928162,0.3845813050866127,0.48375853702697225,1.4722702503204346,0.001
53,0.11381489783525467,0.23831520761762345,0.5997459626967387,0.17785482108592987,0.3901979774236679,0.5139025333140415,1.4738974571228027,0.001
54,0.11559280220951353,0.24158845841884613,0.6000540217216163,0.18022993206977844,0.41588953137397766,0.49876720317406775,1.4845702648162842,0.001
55,0.12175414924110685,0.2539365121296474,0.5903309135429698,0.17213210836052895,0.37285707145929337,0.504087401452697,1.5054452419281006,0.001
