epoch,train_loss,train_mse,train_distance_stratified_mse,train_stratum_adjusted_corr,val_loss,val_mse,val_distance_stratified_mse,val_stratum_adjusted_corr,epoch_seconds,lr_at_epoch_end
24,0.1854088722240357,0.1854088721170445,0.1854088722406994,0.4512834742368503,0.1944970041513443,0.19449700667824157,0.19449700668467865,0.4444069036324709,470.407910823822,0.001
25,0.18474402938570295,0.18474403059304417,0.18474403103748133,0.4523853277761169,0.18747904721428366,0.18747904806274593,0.18747904689456954,0.45514485988127484,602.5408430099487,0.001
26,0.18508850094817933,0.1850885014668685,0.18508850145038067,0.4529472960461498,0.18499285333296833,0.1849928497476332,0.18499284962078755,0.45350638897093953,435.42480301856995,0.001
27,0.18402002652486166,0.18402002694023223,0.1840200267217924,0.4554428442053147,0.20194556257304022,0.20194556303322317,0.20194556285562132,0.4294016538425466,407.7408068180084,0.001
28,0.18496466037772952,0.18496466014385943,0.1849646596415429,0.45542161018928734,0.1865076852195403,0.18650768581325847,0.1865076857742037,0.450965798677461,1614.597440958023,0.001
29,0.18434776422523316,0.1843477660547034,0.18434776640931888,0.45548023304929425,0.22239678309244268,0.22239678984179215,0.22239678899572668,0.4092907112131643,96.6515200138092,0.001
30,0.18407051832903,0.18407052002604316,0.1840705197652746,0.4562321102806238,0.19040771266993353,0.19040770971709314,0.19040770950414299,0.44653393360161675,1096.0053839683533,0.001
31,0.18336541652679444,0.1833654154539025,0.18336541516942034,0.45713705949802447,0.18854186727720149,0.18854186752154528,0.18854186855317334,0.4509651521192377,1332.3208742141724,0.001
32,0.18411307760647366,0.18411307892558745,0.18411307897203233,0.45761113219928345,0.18566651291706981,0.18566651665117687,0.18566651628061662,0.4526548795821601,226.0462031364441,0.001
33,0.18270780330612546,0.1827078048628166,0.1827078052209808,0.4594936267919712,0.18776803069254933,0.18776802828258096,0.18776802909300494,0.4543129182246258,1162.498850107193,0.001
34,0.18325451953070504,0.18325451843591595,0.1832545185210022,0.45979414356591247,0.20452378865550547,0.2045237881021903,0.20452378858250622,0.42214642659201285,1089.7232220172882,0.001
35,0.18297386382307326,0.18297386497939616,0.182973864513941,0.45946188540407457,0.18762831039288463,0.18762831058599713,0.18762830937852198,0.45412266384175626,599.6922128200531,0.001
36,0.1818016297760464,0.18180162976710734,0.18180162928222368,0.46085066671339037,0.21622196278151343,0.2162219600423294,0.21622195964665425,0.41371836190036354,524.6996641159058,0.001
37,0.18152371048927307,0.1815237104760031,0.18152371061614506,0.4612990036990042,0.18723780355032751,0.18723780547100913,0.18723780574081875,0.4504219242493783,1023.2117691040039,0.001
38,0.18144971699941725,0.18144971859392606,0.18144971857362172,0.46289359773174005,0.1839990983991062,0.1839991015736493,0.18399910200382313,0.45781343266285046,1148.475280046463,0.001
39,0.18304144527230945,0.18304144470419573,0.18304144424843327,0.46283522186092046,0.18746353685855865,0.1874635390819201,0.18746353997680723,0.4539068072951728,2080.294018268585,0.001
40,0.1823662491071792,0.1823662504263623,0.18236625048259764,0.4620174835291802,0.19232967758879943,0.19232967755926758,0.19232967598247344,0.4556723739698462,1111.2075440883636,0.001
