epoch,train_huber,train_mse,train_corr,test_huber,test_mse,test_corr,epoch_seconds,lr
1,0.6315996135984149,1.7980282476970129,-0.006306215931696243,0.3306419104337692,0.8150532245635986,-0.009498563734065595,2.662208080291748,8e-05
2,0.4920634329319,1.2859787430082048,-0.0069893797901213976,0.32684414088726044,0.8027586936950684,0.004420773834829614,1.4030237197875977,0.00015
3,0.38778241617339,0.9585126638412476,0.013612402125501803,0.37252554297447205,0.8638675510883331,0.04339295498495278,1.3741536140441895,0.00022
4,0.31116590755326407,0.7591701745986938,0.043237257612297526,0.29543735086917877,0.7202757894992828,0.08501315563562353,1.3949534893035889,0.00029
5,0.25821428426674436,0.6338405609130859,0.07825269652984364,0.4125969409942627,0.9237775206565857,0.08928552305058023,1.3769590854644775,0.00035999999999999997
6,0.23906901691641128,0.5981589981487819,0.1163521213981822,0.2858622446656227,0.7506527304649353,0.1351628351663922,1.3800339698791504,0.00043
7,0.2297747539622443,0.5693636366299221,0.1994098216246804,0.4779104143381119,1.1032179594039917,0.15094676241074867,1.3752162456512451,0.0005
8,0.21974206396511622,0.5200794041156769,0.3212402887041924,0.6271725296974182,1.6914221346378326,0.13682636978367918,1.37190842628479,0.00057
9,0.20556473306247167,0.46218070813587736,0.4377553337073669,0.40503062307834625,0.9733589291572571,0.18549485386410317,1.3813774585723877,0.00064
10,0.18800680765083858,0.418901835169111,0.4790192875374505,1.9539401531219482,8.340698003768921,0.103136149062195,1.366711139678955,0.00071
11,0.17494440504482814,0.3862905885492052,0.5040993870477364,1.6994875073432922,6.752579212188721,0.11480901901814816,1.3716237545013428,0.0007800000000000001
12,0.1728614036525999,0.37961804015295847,0.5061459402471227,3.3686643838882446,19.498072147369385,0.07848100599583316,1.3558707237243652,0.00085
13,0.1685370717729841,0.3728314084666116,0.5202763059046746,3.5821224451065063,21.432459831237793,0.0812950476564774,1.403303861618042,0.00092
14,0.1716289520263672,0.3817550071648189,0.5137370810165423,3.304464340209961,19.531575679779053,0.09393669908748355,1.3544862270355225,0.00099
15,0.16151072936398642,0.3499316530568259,0.5281998267491818,2.2254448533058167,10.322442770004272,0.11563387084212834,1.3690102100372314,0.0009993977281025862
16,0.1625318080186844,0.35324213334492277,0.5248679246439351,2.4083175659179688,11.91900634765625,0.0712159505774009,1.3778307437896729,0.0009965342284774632
