epoch,train_huber,train_mse,train_corr,test_huber,test_mse,test_corr,epoch_seconds,lr
47,0.12127515141453062,0.2584713590996606,0.566216622797684,0.17394710332155228,0.38220004737377167,0.48399199637550594,1.3380498886108398,0.001
48,0.11908388563564845,0.2523492659841265,0.5715005695507884,0.1782507300376892,0.3962197080254555,0.475421875227979,1.330104112625122,0.001
49,0.11922242386000496,0.2526978999376297,0.5726032999961961,0.17945436388254166,0.40231215953826904,0.485100323905732,1.327519178390503,0.001
50,0.11921000799962453,0.25311299519879477,0.5721277775203218,0.1717197373509407,0.38061781227588654,0.4682503489861797,1.3094003200531006,0.001
51,0.1204975928579058,0.2556914985179901,0.5730226678120504,0.176089845597744,0.38840118050575256,0.4634120577987645,1.3482682704925537,0.001
52,0.11822037611688886,0.2510887235403061,0.5749627442556564,0.1734148971736431,0.38337840139865875,0.49323951811530253,1.3336904048919678,0.001
53,0.1153294848544257,0.24319129117897578,0.5841355214816674,0.17727715522050858,0.39468032866716385,0.4784479183847754,1.3206171989440918,0.001
54,0.11962393458400454,0.25392567259924753,0.5782638979434493,0.17580263689160347,0.38838548958301544,0.46489206833394836,1.3231384754180908,0.001
55,0.11579534198556628,0.24504289669649942,0.5854441578018292,0.17197087407112122,0.3781614899635315,0.4757111221333209,1.311466932296753,0.001
56,0.11898225226572581,0.25065645575523376,0.5896093258063803,0.1801794432103634,0.40598756074905396,0.4777031947514361,1.324096918106079,0.001
57,0.11881774770362037,0.253042180623327,0.5791602420192076,0.17945897951722145,0.4002374857664108,0.46045878021795583,1.3424439430236816,0.001
58,0.11459831999880928,0.24243815881865366,0.5888750341103245,0.18001949414610863,0.403982512652874,0.47441452641946286,1.3393044471740723,0.001
59,0.1176896116563252,0.2494335834469114,0.5868186161376279,0.18983422219753265,0.4206501543521881,0.45936043330774756,1.3327460289001465,0.001
60,0.11571116958345685,0.2433270173413413,0.5961204700328897,0.1795681230723858,0.40688250958919525,0.4758840083873192,1.334946632385254,0.001
